epoch,dw_kl_loss,kl_loss,loss,mi_loss,rec_loss,tc_loss,val_dw_kl_loss,val_kl_loss,val_loss,val_mi_loss,val_rec_loss,val_tc_loss
0,83.83491849971298,2.361912742042422,298.26964857837305,-3.021784001769114,283.61465843687665,-78.37063614102782,83.4683160706376,4.0117144738974835,220.07769219469722,-1.568774432819698,196.07128397623697,-77.89847360140783
1,83.43924716776812,4.268247836257394,212.97518166236145,-1.1827200917338068,187.4217048807347,-77.99761427909644,83.48375504777896,4.808506193766267,209.71352635334236,-0.8014098279442795,180.78438754611545,-77.86082208529687
2,83.41334627528585,4.817855736799698,205.7856709326341,-0.7762842768607964,176.8510415909138,-77.81462377480497,83.3845594995979,5.011699762124406,202.97160116746585,-0.6512355621990882,172.69732632107204,-77.68761146299987
3,83.38421382663623,5.043951667000386,203.54879190879126,-0.6550411363066596,173.2251487894261,-77.67523217043541,83.36414881234029,5.024211221951252,201.29316402132454,-0.6660430598878311,171.38495325159144,-77.71340395749691
4,83.38637201686117,5.192587448294663,202.45697684285335,-0.6256246588661105,171.47914123535156,-77.59777475674474,83.37443638617655,5.096095391799928,201.67248278253643,-0.6128189611207719,171.00267062717015,-77.64998206582811
5,83.3884495922757,5.242940927570564,201.2954697641745,-0.5887787107644926,169.71208255848987,-77.5357730138971,83.39687724322708,5.584481866595064,200.1139583196063,-0.4824695540781007,166.64532719364874,-77.33630250148937
6,83.39134451274123,5.345607706736003,201.01726654116666,-0.5590801817788537,169.11292234380196,-77.51487363140157,83.37470408837807,5.151112843053326,199.89992067670647,-0.601005284337968,168.93578773781104,-77.61300998089092
7,83.39436678808467,5.393742883628083,200.64859559310176,-0.551217955208496,168.3452202005589,-77.45925293411902,83.36615371429819,5.071566753514089,200.62766503418672,-0.6429045960761627,170.11403819896557,-77.63764464568514
8,83.39345510148661,5.435804171460611,200.28844404942984,-0.5349574925946453,167.66846806952293,-77.42183494557418,83.38421022070983,5.327880469922366,201.1685678456343,-0.5656077109258643,169.13971150716145,-77.48045978670515
9,83.39516766041271,5.4873162918415055,200.4838647090712,-0.527247117245093,167.57880328563934,-77.38374363926232,83.39047633194687,5.410244359716609,198.96573983363882,-0.5442772427730485,166.45996760615597,-77.42857038459331
10,83.38989161396881,5.52143240175909,199.6677486039668,-0.5212318461470428,166.46499219853828,-77.33486703358369,83.41165683318876,5.707506526919858,200.10196742920573,-0.45077720295854695,165.89466688368054,-77.25966287264272
11,83.39763245069166,5.585898617721609,199.73817056944023,-0.5062388447295846,166.12925281930478,-77.28990731427282,83.35839263716836,5.2356211836576785,198.33069598140904,-0.5938997297412792,167.01407572428386,-77.54505619790622
12,83.38722708967943,5.605959548155113,199.38532123084596,-0.494428513678555,165.70883097547167,-77.28005020010514,83.41437972195769,5.918384700880099,201.5081677429586,-0.40979617184139006,166.10818786621093,-77.1045869039917
13,83.39462657695853,5.685877655312306,199.06133580557338,-0.47945413886548205,165.0475993866616,-77.24621636827443,83.39550646444722,5.659958674724084,198.37368613616118,-0.49159531539211904,164.36980477792244,-77.23659758934872
14,83.39993530549675,5.683928565238628,198.90467314309825,-0.48004114027403233,164.77324879423102,-77.23132344041151,83.39563714900851,5.753221539163327,198.9394483194045,-0.471140122356827,164.41485493977865,-77.17039813004732
15,83.3935174347295,5.718621510113049,198.98470272509266,-0.4852689703125614,164.64015603572764,-77.18415734952282,83.38461138936236,5.864308804413726,198.3015793392851,-0.4297932698040093,163.0734670003255,-77.08346606306515
16,83.39100732598777,5.712985879034861,198.93959925971927,-0.4780998285815166,164.5375339426893,-77.17922994456795,83.3686145942896,5.668420586995604,197.807158208968,-0.4782214841547841,163.72181238245082,-77.20950213904865
17,83.39824595884734,5.767422308372702,198.28256207667638,-0.4837295818701121,163.72637590448906,-77.15515201494598,83.39034930091277,5.908316002087254,197.85027587212093,-0.41388057662030536,162.23506198459202,-77.0405997430377
18,83.39611139930199,5.780324526057873,198.40041895405923,-0.46492137790393034,163.7841399172519,-77.1618101819302,83.40584416346623,6.179994381165036,198.06129003639157,-0.368345254230257,160.92516716851128,-76.84814509792257
19,83.39940461088646,5.801660485711085,198.2021003073833,-0.4707414036730461,163.33985925228038,-77.11828969802954,83.40099915398555,5.794734365372764,197.9233342408432,-0.47331524846048817,163.2369766800492,-77.14662431205933
20,83.3900758663373,5.825138868536219,198.4243219820314,-0.46340734393731237,163.56591837456887,-77.11693458782288,83.3751335588565,5.650666654667682,198.82036779544438,-0.49913441353305477,164.7692330819589,-77.20081002640926
21,83.40291827757727,5.855687174550276,198.41041800534316,-0.465472523167755,163.29472123815657,-77.08482962654503,83.39833648850407,5.867936446601567,197.50001489414112,-0.4413603766633748,162.28631761338977,-77.08802656504885
22,83.39818033537667,5.825388140703884,197.97546991695268,-0.4639276692042594,162.89782755425637,-77.08797893905636,83.4012491886072,5.844470433899344,197.46786557918952,-0.44350954446162544,162.3294822410301,-77.10134242111903
23,83.39170621951622,5.91494931158944,197.90361153049454,-0.4437939549425807,162.53304071629302,-77.05281712887337,83.39702549796871,5.64459921801664,198.06675987424103,-0.49941890690406804,164.1101084391276,-77.23816468521237
24,83.39786364949131,5.91118396537685,197.65112303167973,-0.4522832342376594,162.25518652733336,-77.04625766452928,83.38411697822667,5.82433192580401,197.34118103707164,-0.4613216423400225,162.36958086932148,-77.09419530792826
25,83.40366987936352,5.942821642281919,197.62158071813965,-0.44569431048524694,162.10388832903922,-77.03836017069492,83.36938086235831,5.589228037548386,198.21047672631397,-0.5350760727951074,164.77698025173612,-77.26205537713358
26,83.40319069484902,5.956121952510828,197.71559662923764,-0.4435715675302383,162.05783251498607,-77.01665844161018,83.39570478228335,5.859062686066943,198.10110294470667,-0.4476501265835868,162.9399235478154,-77.08785808955123
27,83.40324792014235,5.937998916492454,197.78081921751433,-0.43493834986063923,162.0899995032777,-77.01983961790894,83.39467400883389,6.033862564850697,197.85124738992636,-0.4068200813565918,161.72777517813225,-76.96727522551163
28,83.3970993194668,5.934307944315328,197.22189141133921,-0.4543810097326055,161.55478992867978,-76.99820139595766,83.40463613195139,6.055300670648417,198.82729749428066,-0.4216287549394565,162.6266976815683,-76.9495740748932
29,83.40478142721086,5.970980808805102,197.8421302701413,-0.43994565390123136,162.06846691699738,-77.00255854778565,83.42048501769784,6.109775324744139,199.888083394413,-0.4072206362814435,163.3685425934968,-76.92667424793035
30,83.40524825792653,5.953799918377326,197.83132571903215,-0.4314469298487046,162.06364570780002,-77.01252132620586,83.38680650203719,5.839843918160206,197.20512976422833,-0.47210912194145727,162.21073958785445,-77.08229901736672
31,83.39805684579537,5.984868383114244,197.39866035992344,-0.44275621006884613,161.39720730071372,-76.95505845919153,83.40566004956696,6.150211056341564,197.54930611104783,-0.3711525905656438,160.56493564181858,-76.87044571412979
32,83.40116291255094,5.9912524537463785,197.30880697244797,-0.44591885335863235,161.33741110943734,-76.96001141535722,83.39284427688456,6.001966844217109,197.4068505037708,-0.4409918067768928,161.40907728407117,-76.95222360015774
33,83.40250013388149,6.020013273612893,197.41056704075325,-0.44220094062600857,161.40745081800097,-76.95977982279678,83.41193672766508,6.197915202276475,197.1048303688779,-0.38227670478722237,159.82816060384116,-76.81688172870508
34,83.39643043447894,6.034195754783689,197.28073718648514,-0.4356152879342945,161.15862647523272,-76.94046336133601,83.39479566690798,6.070496443873753,197.1422533154076,-0.40999224028827597,160.6495619032118,-76.9026881912537
35,83.39335164435361,6.071716785888183,197.32462545309767,-0.4219763656416561,161.00165655257854,-76.91754712862549,83.38356719215416,5.776652209362088,197.16011702675846,-0.4978201880733336,162.70962196632667,-77.14399782734218
36,83.40180260130747,6.026732985760764,196.9966754646066,-0.4271903540559936,160.82623615670713,-76.94620569593485,83.38733733916764,6.012486844790335,197.07162482019567,-0.4133208575971388,160.8821464256004,-76.94243674913793
37,83.40930319503154,5.9990239129819045,196.87518269632977,-0.43043434462504193,160.742933070406,-76.95682724608588,83.38203282282855,5.885694456654643,196.79827346805814,-0.4534011392159332,161.5978399206091,-77.0618927590377
38,83.40613968793157,6.067491529109954,197.4392181109704,-0.4307506062145105,161.0594091212496,-76.9120875834302,83.38087365871509,5.577907291975024,197.77237451971138,-0.5424146879494206,164.44509695547598,-77.2839127100598
39,83.39520898970771,6.0265307297271224,197.18730892230772,-0.4230361846347622,160.94469248994866,-76.93173673301307,83.38371812859914,5.864161450615599,197.088867969634,-0.4700699062149359,161.9828898111979,-77.06265186264481
40,83.39679767589497,6.062577559918072,197.15802878058605,-0.43362555602300806,160.81832926324074,-76.90655553364779,83.39301974098375,5.902794360918869,198.84444063653115,-0.45436428253421485,163.46917283799914,-77.0427774920275
41,83.39587197219686,6.00681713709856,197.22544606893825,-0.42543533707011016,160.79553206423495,-76.8987843010096,83.41037638697979,6.335187717166058,197.2833318312203,-0.36795224690516365,159.47885990849247,-76.74167881962002
42,83.39876553190786,6.0497373728102275,196.58647222683814,-0.4123774601215822,160.03314898876434,-76.89416753210735,83.37729861608176,5.9724237032574,197.18164044379998,-0.44114728572759776,161.49909204553674,-76.98905993064362
43,83.39833144893348,6.06858170733516,196.72496962903548,-0.42063239381697004,160.40631079166494,-76.92458924888808,83.38695506939655,6.09381031137722,198.047882519451,-0.4069924852109327,161.47340822573062,-76.88421686856564
44,83.39623693600642,6.070182208530134,197.06601662918507,-0.4285730044691956,160.62865642791098,-76.89477056465824,83.3824576026927,6.059471195615693,196.8518845176234,-0.40639954354445385,160.38589534053096,-76.89839319629944
45,83.39050224511077,6.09964816443225,196.75225489410406,-0.42021060873797567,160.23250011687583,-76.8836658401681,83.37396534919343,5.776692881119069,197.00596379171034,-0.5084713366994059,162.72938514992043,-77.15273090552903
46,83.39835217981889,6.043120795107157,196.8983728445672,-0.420615268543704,160.4119238346181,-76.89666207628366,83.38844389333018,5.655513276514705,198.58110212039296,-0.5248208625735683,164.7845170762804,-77.2308588567379
47,83.39724025636683,6.110262080995067,196.65451023578726,-0.4166093677070897,159.97789106977746,-76.86786102765812,83.42256457291536,6.303564087072937,198.65061346297063,-0.3700089366258346,160.71185325339988,-76.72942893469435
48,83.3972362216803,6.060912581623431,196.7835687170913,-0.42071124313705693,160.31276483738677,-76.8980576652591,83.39028360843957,6.048710960681609,196.70964787731,-0.4064361709750116,160.14780533402055,-76.89020701358298
49,83.39957549808018,6.101354716490775,196.729596596274,-0.4180347062210921,160.07541956800097,-76.8725112871468,83.3852035582244,6.004036940565249,196.75803528915625,-0.428220128958174,160.89063618977863,-76.97908357936991
